name,storechain,place_id,formatted_address,city,admin_area,uf,country,cep,lat,lng,categories,types,rating,source,metadata
CINE ARAÚJO - CATUAÍ,Cine Araújo - Catuaí,ChIJyXpFWfvW7JQRgsIRkOBOXrY,"AV. COLOMBO, 9161 - LOJA 52 - PARQUE INDUSTRIAL BANDEIRANTES, MARINGÁ - PR, 87070-000",Maringá,,PR,BR,87070-000,-23.4201719,-51.9695485,Movie theater,,,bigquery,
CINEART,Cineart,ChIJyY7bbKohogARSFLhkxJjGuk,"AV. HELENA AGUIAR DE FIGUEIREDO, 131 - LOJA 3 - IPANEMA, BARBACENA - MG, 36205-507",Barbacena,,MG,BR,36205-507,-21.2213531,-43.7413422,Movie theater,,,bigquery,
CINE ZN,Cine Zn,ChIJyZRBDVkbzpQR-UkgE92WDms,"AV. AFONSO SCHMIDT - AREIA BRANCA, SANTOS - SP",São Vicente,,SP,BR,,-23.9488275,-46.3750063,Movie theater,,,bigquery,
CINEMA,Cinema,ChIJy_0Qe2S86pQRdmdIepHO0-w,"R. SÃO PAULO, 503-625 - ANDIRÁ, PR, 86380-000",Andirá,,PR,BR,86380-000,-23.0492886,-50.2301285,Movie theater,,,bigquery,
V S CINEMA E VIDEO,V S Cinema E Video,ChIJyaqBxtE_tpQR4Rd1x8f36Co,"AV. DR. AMÉRICO LUZ, 365 - CENTRO, MUZAMBINHO - MG, 37890-000",Muzambinho,,MG,BR,37890-000,-21.3734874,-46.5249713,Movie theater,,,bigquery,
Cine Center Santo André,Cine Center Santo André,ChIJyen073dDzpQRBru_liAUqJI,"R. Gen. Glicério, n⁰ 707 - Centro, Santo André - SP, 09015-191, Brazil",Santo André,,SP,BR,09015191,-23.657415,-46.5229563,"movie_theater,point_of_interest,establishment",,,bigquery,"{""source"": ""supabase_places_cache_migration"", ""types"": [""movie_theater"", ""point_of_interest"", ""establishment""], ""rating"": null, ""refreshed_at"": ""2026-05-25T19:18:08.698+00:00""}"
ALGAZARRA PRODUÇÃO,Algazarra Produção,ChIJyybi2ldXzpQRpByoo4Z62b0,"R. JOÃO MOURA, 942 - PINHEIROS, SÃO PAULO - SP, 05412-002",São Paulo,,SP,BR,05412-002,-23.5574027,-46.6794911,Movie theater,,,bigquery,
24 HORAS CINEMA E EVENT COM E PREST SERV,24 Horas Cinema E Event Com E Prest Serv,ChIJz2he4AkDz5QRQvFunDHbXDY,"R. DUQUE DE CAXIAS, 177 - VILA SRG. JOSE DE PAULA, BARUERI - SP, 06401-010",Barueri,,SP,BR,06401-010,-23.5101645,-46.873722,Movie theater,,,bigquery,
Cinema UFPE,Cinema UFPE,ChIJz4fTE_MbqwcR8XL8D7_gpPU,"Cidade Universitária, Recife - PE, 50740-540",Recife,,PE,BR,50740540,-8.0526331,-34.9505102,"movie_theater,point_of_interest,establishment",,,bigquery,"{""source"":""google_places_augment"",""types"":[""movie_theater"",""point_of_interest"",""establishment""],""rating"":null}"
CINE QUINZE CINEMAS,Cine Quinze Cinemas,ChIJz66g0xPU85QRK-uwdgVqwtA,"R. RIO GRANDE DO SUL, 1079 - CENTRO, CASCAVEL - PR, 85801-010",Cascavel,,PR,BR,85801-010,-24.9566813,-53.460382,Movie theater,,,bigquery,
ARVORE DO REGG,Arvore Do Regg,ChIJz7LfyeO-yJQRIH4K4aiDHvE,"AV. UM, 350 - JARDIM MINEZOTTA (NOVA VENEZA), SUMARÉ - SP, 13179-060",Sumaré,,SP,BR,13179-060,-22.8277805,-47.1780266,Movie theater,,,bigquery,
CHÁCARA MENINA JULIA,Chácara Menina Julia,ChIJz7pY9haXzpQR-HofG23XWQ0,"AV. MATHIAS LOPES, 700, NAZARÉ PAULISTA - SP, 12960-000",Nazaré Paulista,,SP,BR,12960-000,-23.1764367,-46.4093967,Movie theater,,,bigquery,
ALAGO TCHÊ,Alago Tchê,ChIJz8PuLtjj4pQRGEVGKzO3GMs,"R. HEITOR BORGHETTI - SANTO ANTÔNIO, ESTAÇÃO - RS, 99930-000",Estação,,RS,BR,99930-000,-27.9150735,-52.2536685,Movie theater,,,bigquery,
CINEASTA INDIE BENZIN TV,Cineasta Indie Benzin Tv,ChIJz8fPm9ZRzpQRSMAUE6ynodw,"R. EDMUNDO PIRES DE OLIVEIRA DIAS, 44 - ALTO DA BOA VISTA, SÃO PAULO - SP, 04736-050",São Paulo,,SP,BR,04736-050,-23.6348597,-46.6909351,Movie theater,,,bigquery,
CASA DA CULTURA JOÃO E CRISTINA VIEIRA DE SOUZA,Casa Da Cultura João E Cristina Vieira De Souza,ChIJz9mtNnsTlpQR9jXXLcCPrbA,"RUA JOÃO VARONI, Nº 5, COROADOS - SP, 16260-000",Coroados,,SP,BR,16260-000,-21.3449338,-50.2713615,Movie theater,,,bigquery,
SUÍTE DO GARCIA,Suíte Do Garcia,ChIJzTLSWHCdmAARdOokXO2Vvm4,"R. DR. ANTÔNIO DE SOUZA FERREIRA, 301 - PROGRESSO, JUIZ DE FORA - MG, 36050-370",Juiz de Fora,,MG,BR,36050-370,-21.728852,-43.348531,Movie theater,,,bigquery,
BRAZILIAN GROUP OF CINEMAS,Brazilian Group Of Cinemas,ChIJzUZabBB5GZURIZnsy-TcvhI,"R. GEN. JOÃO MANOEL, 307 - CENTRO HISTÓRICO, PORTO ALEGRE - RS, 90010-030",Porto Alegre,,RS,BR,90010-030,-30.0320957,-51.2332606,Movie theater,,,bigquery,
CINE SHOW,Cine Show,ChIJzUctnZSKlwAR3gyQbkb0ryI,"PRAÇA PRES. GETÚLIO VARGAS, 139 - 3º PISO - CENTRO, NOVA FRIBURGO - RJ, 28610-175",Nova Friburgo,,RJ,BR,28610-175,-22.2800632,-42.5331823,Movie theater,,,bigquery,
CINETEATRO PRODUÇÕES,Cineteatro Produções,ChIJzVG_zHx_mQARDmvyjFMXk6I,"EDIFÍCIO NORTE SUL - R. DA LAPA, 120 - SALA 205 - CENTRO, RIO DE JANEIRO - RJ, 20021-180",Rio de Janeiro,,RJ,BR,20021-180,-22.9158107,-43.1779481,Movie theater,,,bigquery,
DANIEL MESSIAS CINEMA ANIMAÇÃO,Daniel Messias Cinema Animação,ChIJzWGBfRhYzpQRaUoy8HzltXE,"RUA TUPI, 821 - SANTA CECILIA, SÃO PAULO - SP, 01233-001",São Paulo,,SP,BR,01233-001,-23.5387096,-46.6631535,Movie theater,,,bigquery,
CINECLUBE 7 ARTE,Cineclube 7 Arte,ChIJzWtWUIxVv5QRBT9R_swbJsc,"AV. TIRADENTES, 42 - CHACARA SANTO ANTONIO, PEDERNEIRAS - SP, 17280-000",Pederneiras,,SP,BR,17280-000,-22.3526647,-48.7761629,Movie theater,,,bigquery,
CINE SAO PAULO,Cine Sao Paulo,ChIJzYtALpRnx5QRhwHxYLX5css,"AV. DOM PEDRO, 320 - DOIS CÓRREGOS, SP, 17300-000",Dois Córregos,,SP,BR,17300-000,-22.3684288,-48.3815813,Movie theater,,,bigquery,
Planet Cinemas,Planet Cinemas,ChIJzZXqvMeLqQcRM0lMwKrdnlo,"Av. Agamenon Magalhães, 444 - Maurício de Nassau, Caruaru - PE, 55012-290",Caruaru,,PE,BR,55012290,-8.2780191,-35.9720863,"movie_theater,point_of_interest,establishment",,,bigquery,"{""source"":""google_places_augment"",""types"":[""movie_theater"",""point_of_interest"",""establishment""],""rating"":null}"
NARCISO PRODUÇÕES,Narciso Produções,ChIJzZiNd9Z_mQARnEoGEWEgfxM,"R. MIN. RAUL FERNANDES - BOTAFOGO, RIO DE JANEIRO - RJ, 22260-040",Rio de Janeiro,,RJ,BR,22260-040,-22.9459902,-43.1881847,Movie theater,,,bigquery,
UNIPLEX CINEMAS (PIRASSUNUNGA),Uniplex Cinemas (Pirassununga),ChIJzaXxdrcAyJQR1_QWlX51c7Y,"AV. PAINGUÁS, 1646 - VILA URUPES, PIRASSUNUNGA - SP, 13630-272",Pirassununga,,SP,BR,13630-272,-22.0057124,-47.4321292,Movie theater,,,bigquery,
JOHN IPTV,John Iptv,ChIJzdVnLzGfoQARYqO_INPZv0U,"RUA AUGUSTO FERREIRA BUZATTI, N48 - CENTRO, LAGOA DOURADA - MG, 36345-000",Lagoa Dourada,,MG,BR,36345-000,-20.921459,-44.0692559,Movie theater,,,bigquery,
CINE CRUZEIRO,Cine Cruzeiro,ChIJze49hCr0nQARqBBvvLHog9o,"R. CAP. AVELINO BASTOS, 837 - CENTRO, CRUZEIRO - SP, 12701-440",Cruzeiro,,SP,BR,12701-440,-22.574789,-44.9607465,Movie theater,,,bigquery,
CENTERPLEX BOULEVARD VITÓRIA DA CONQUISTA,Centerplex Boulevard Vitória Da Conquista,ChIJzeddxGQ7RgcRsGavPK0oMUA,"AV. OLÍVIA FLORES, 2500 - UNIVERSIDADE, VITÓRIA DA CONQUISTA - BA, 45031-000",Vitória da Conquista,,BA,BR,45031-000,-14.8777354,-40.818465,Movie theater,,,bigquery,
FOTOENIO-MARCIO,Fotoenio-Marcio,ChIJzw0a0SNFGZUR3fvF0ndwqdc,"R. GEN. OSÓRIO - VISTA ALEGRE, IVOTI - RS, 93900-000",Ivoti,,RS,BR,93900-000,-29.620728,-51.1616051,Movie theater,,,bigquery,
TV KAUANA PRODUCOES ... DIVULGA SOM CARRO SOM,Tv Kauana Producoes ... Divulga Som Carro Som,ChIJzwLf3sJ1GZURJGuuB6VXEdc,"AV. PRES. GETÚLIO VARGAS, 975 - BELA VISTA, ALVORADA - RS, 94810-000",Alvorada,,RS,BR,94810-000,-30.0080257,-51.084323499999996,Movie theater,,,bigquery,
CINE BOM VIZINHO ACARAÚ,Cine Bom Vizinho Acaraú,ChIJzxZqmpMD6gcRs49iDh-5Cs8,"R. CEL. SALES, 175 - CENTRO, ACARAÚ - CE, 62580-000",Acaraú,,CE,BR,62580-000,-2.8838091,-40.1205552,Movie theater,,,bigquery,
CINEMAS LUMIÈRE,Cinemas Lumière,ChIJzxdNJGBD65QR9CDN0mAGnT0,"R. MATO GROSSO, 310 - 4O ANDAR - CENTRO, LONDRINA - PR, 86010-180",Londrina,,PR,BR,86010-180,-23.311368,-51.156748,Movie theater,,,bigquery,
CINE TEATRO AREADENSE,Cine Teatro Areadense,ChIJzzSXnUbjtZQRwqTeofquSYs,"AREADO - STATE OF MINAS GERAIS, 37140-000",Areado,,MG,BR,37140-000,-21.3585784,-46.1470343,Movie theater,,,bigquery,
CINEMA,Cinema,HYPR04ADD6E0,AV. RIO NEGRO 1100 - JD. ROSELÂNDIA,Franca,,SP,BR,,-20.5477896,-47.4167225,,,,bigquery,
CINEMARK,Cinemark,HYPR0552ABE0,STN CONJUNTO J SN - ASA NORTE,Brasília,,DF,BR,,-15.7342446,-47.9014077,,,,bigquery,
CINEMA CINESYSTEM,Cinema Cinesystem,HYPR062A80F2,RUA SAMUEL HEUSI 234 - CENTRO,Itajaí,,SC,BR,,-26.9036158,-48.6603901,,,,bigquery,
CINEMARK,Cinemark,HYPR071416B6,RODOVIA BR 10 KM295 S/N - TRÊS PONTES,Itaboraí,,RJ,BR,,-22.772283,-42.9269277,,,,bigquery,
CINEMARK,Cinemark,HYPR07390E62,AV. FARROUPILHA 4545 - MARECHAL RONDON,Canoas,,RS,BR,,-29.9179803,-51.1656876,,,,bigquery,
ESPACO DE CINEMA BOURBON COUNTRY,Espaco De Cinema Bourbon Country,HYPR0A808772,AV. ASSIS BRASIL 164 - SÃO JOÃO,Porto Alegre,,RS,BR,,-30.0063911,-51.1843574,,,,bigquery,
CINEMARK,Cinemark,HYPR1699811B,RUA HUMBERTO PIZZO 999 - JARDIM PETROPOLIS,Varginha,,MG,BR,,-21.5712894,-45.4475444,,,,bigquery,
CINEMA CINE ARAÚJO,Cinema Cine Araújo,HYPR2434E4AC,AV. REGENTE FEIJÓ 1739 - REGENTE FEIJÓ,Regente Feijó,,SP,BR,,-22.2188934,-51.3064462,,,,bigquery,
CINEMA,Cinema,HYPR333B9E62,AV. AZIZ MARON S/N - GÓES CALMON,Itabuna,,BA,BR,,-14.7945234,-39.2739381,,,,bigquery,
CINEMARK,Cinemark,HYPR3D21414A,107 NORTE AV. JK COM NS 05 SN - PLANO DIRETOR NORTE,Palmas,,TO,BR,,-10.1794263,-48.3471966,,,,bigquery,
CINEMARK,Cinemark,HYPR41C276AF,RUA SÃO JOSÉ 933 - HIGIENÓPOLIS,Ribeirão Preto,,SP,BR,,-21.1694018,-47.8110855,,,,bigquery,
CINEMARK,Cinemark,HYPR463D6DA8,RUA PROF FRANCISCO MORATO 2718 - BUTANTÃ,São Paulo,,SP,BR,,-23.5846118,-46.7251668,,,,bigquery,
CINEMARK,Cinemark,HYPR52E69F9C,AV. DR QUINZINHO 511 - CHACARA PECCIOLI,Jaú,,SP,BR,,-22.2969415,-48.545925,,,,bigquery,
CINEMARK,Cinemark,HYPR56FE9EEF,AV. DR. AFONSO VERGUEIRO 1700/1766 - CENTRO,Sorocaba,,SP,BR,,-23.4970985,-47.4668814,,,,bigquery,
CINEMA KINOPLEX,Cinema Kinoplex,HYPR58657BC8,AV. DR. SILVIO BASTOS TAVARES 330 - PARQUE RODOVIÁRIO,Campos dos Goytacazes,,RJ,BR,,-21.7551144,-41.3486486,,,,bigquery,
CINEMAUCI,Cinemauci,HYPR589D2810,AV JOSÉ MUNIA 4775 - JARDIM REDENTOR,São José do Rio Preto,,SP,BR,,-20.8267168,-49.3864191,,,,bigquery,
CINEMA LUMIERE,Cinema Lumiere,HYPR5A692AA7,AV. REPÚBLICA DO LÍBANO 251 - PINA,Recife,,PE,BR,,-8.0855433,-34.8898077,,,,bigquery,
CINEMARK,Cinemark,HYPR5ADBE2EE,AV. BARRETO DE MENEZES 800 - PIEDADE,Jaboatão dos Guararapes,,PE,BR,,-8.1570409,-34.9343306,,,,bigquery,
CINEMARK,Cinemark,HYPR5AE91955,AV. 9 DE JULHO 3333 - ANHANGABAÚ,Jundiaí,,SP,BR,,-23.2001492,-46.8906815,,,,bigquery,
CINEMARK,Cinemark,HYPR5AF48567,RUA BOCAIUVA 2648 - CENTRO,Florianópolis,,SC,BR,,-27.5845278,-48.5446062,,,,bigquery,
CINEMA CINESERCLA,Cinema Cinesercla,HYPR5BF80E39,PRAIA DE BOTAFOGO 400 - BOTAFOGO,Rio de Janeiro,,RJ,BR,,-22.947461,-43.1834672,,,,bigquery,
CINEMA KINOPLEX,Cinema Kinoplex,HYPR5E24EC62,ESTRADA DE JACAREPAGUÁ 6090 - JACAREPAGUA,Rio de Janeiro,,RJ,BR,,-22.9555862,-43.3368795,,,,bigquery,
CINEMARK PRIME,Cinemark Prime,HYPR67267FEF,AV. ME. BENVENUTA 687 - SANTA MONICA,Florianópolis,,SC,BR,,-27.5905221,-48.5148694,,,,bigquery,
CINEMARK,Cinemark,HYPR76B6AC40,RUA OLAVO BARRETO VIANA 36 - MOINHOS DE VENTO,Porto Alegre,,RS,BR,,-30.02331,-51.2011118,,,,bigquery,
CINEMA CINE ARAÚJO,Cinema Cine Araújo,HYPR7873942D,AVENIDA MARCELINO PIRES 3600 - CABECEIRA ALEGRE,Dourados,,MS,BR,,-22.2265335,-54.7937397,,,,bigquery,
CINEMARK,Cinemark,HYPR830115AF,AVENIDA DOUTOR JOÃO MEDEIROS FILHO 2395 - POTENGI,Natal,,RN,BR,,-5.7580385,-35.2472652,,,,bigquery,
UCI CINEMA,Uci Cinema,HYPR876912B3,RUA CONSELHEIRO MOREIRA DE BARROS 2780 - SANTANA,São Paulo,,SP,BR,,-23.4829331,-46.6452617,,,,bigquery,
CINEMARK,Cinemark,HYPR889625D5,AV. JOHN BOYD DUNLOP 3900 - JARDIM IPAUSSURAMA,Campinas,,SP,BR,,-22.9254442,-47.1272285,,,,bigquery,
CINEMAIS,Cinemais,HYPR8CE1C551,ROD. ALKINDAR JUNQUEIRA MONTEIRO KM 53 1013 - CAMPO NOVO,Bragança Paulista,,SP,BR,,-22.9700437,-46.5673316,,,,bigquery,
CINEMARK,Cinemark,HYPR93B4819C,RUA ITACOLOMI 292 - PORTÃO,Curitiba,,PR,BR,,-25.4785118,-49.2946002,,,,bigquery,
CINEMARK BILHETERIA,Cinemark Bilheteria,HYPR94AE0BAE,ESTR. RODRIGUES CALDAS 127 - TAQUARA,Rio de Janeiro,,RJ,BR,,-22.9232439,-43.3755032,,,,bigquery,
CINEMARK,Cinemark,HYPR95620351,AV. DONATO QUINTINO 90 - CIDADE NOVA,Montes Claros,,MG,BR,,-16.7417385,-43.8710608,,,,bigquery,
CINEMARK,Cinemark,HYPR99F9CCC6,AV. REPÚBLICA DO LÍBANO 251 - PINA,Recife,,PE,BR,,-8.0855433,-34.8898077,,,,bigquery,
CINEMARK,Cinemark,HYPR9CDA367A,AV IPIRANGA 5200 - JARDIM BOTÂNICO,Porto Alegre,,RS,BR,,-30.0550755,-51.1868768,,,,bigquery,
CINEMARK,Cinemark,HYPR9FD4FF5D,RODOVIA DOM PEDRO I KM 1315 - JARDIM NILÓPOLIS,Campinas,,SP,BR,,-22.86426,-47.0234558,,,,bigquery,
CINEMARK,Cinemark,HYPRA1A006D2,AV. RUBENS DE MENDONÇA 3300 - JARDIM ACLIMAÇÃO,Cuiabá,,MT,BR,,-15.5764394,-56.0720408,,,,bigquery,
CINEMARK,Cinemark,HYPRA67618E7,RUA PALESTRA ITÁLIA 500 - PERDIZES,São Paulo,,SP,BR,,-23.5262803,-46.6810843,,,,bigquery,
CINEMARK,Cinemark,HYPRA7CA5E2A,AV. AYRTON SENNA 5500 - BARRA DA TIJUCA,Rio de Janeiro,,RJ,BR,,-22.9827977,-43.3654288,,,,bigquery,
CINEMARK,Cinemark,HYPRA96BB8EF,AV. LEÃO MACHADO 100 - PQ. CONTINENTAL,São Paulo,,SP,BR,,-23.5474428,-46.7570686,,,,bigquery,
CINEMA MOVIECOM,Cinema Moviecom,HYPRABE96B2E,RUA KONRAD ADENAUER 370 - TARUMÃ,Curitiba,,PR,BR,,-25.429149,-49.2142792,,,,bigquery,
CINEMARK,Cinemark,HYPRAM339529Z,R. ALEXANDRE MARTINS 80 - APARECIDA,Santos,,SP,BR,,-23.9765848,-46.3101645,,,,bigquery,
CINEMARK,Cinemark,HYPRAU184435C,AV PAULISTA 1230 - BELA VISTA,São Paulo,,SP,BR,,-23.5636226,-46.6531272,,,,bigquery,
CINEMARK - CARRINHO DE PIPOCA,Cinemark - Carrinho De Pipoca,HYPRAY696308V,AV. ARICANDUVA 5555 - JD. ARICANDUVA,São Paulo,,SP,BR,,-23.5595991,-46.5124837,,,,bigquery,
CINEMARK,Cinemark,HYPRB2478C5A,ROD PE 60 3200 - CIDADE GARAPU,Cabo de Santo Agostinho,,PE,BR,,-8.3057744,-35.0221654,,,,bigquery,
UCI CINEMA,Uci Cinema,HYPRB7582861,AVENIDA WASHINGTON SOARES 85 - EDSON QUEIROZ,Fortaleza,,CE,BR,,-3.7549918,-38.4880049,,,,bigquery,
CINEMARK,Cinemark,HYPRBF16D0B7,AV. AYRTON SENNA 2150 - BARRA DA TIJUCA,Rio de Janeiro,,RJ,BR,,-22.9924604,-43.3644917,,,,bigquery,
CINEMARK,Cinemark,HYPRBI383122T,AV. MOGI MIRIM 210 - CENTRO,Mogi Guaçu,,SP,BR,,-22.3759811,-46.9433946,,,,bigquery,
CINEMARK - BOMBONIERE,Cinemark - Bomboniere,HYPRBN935973B,ROD. RAPOSO TAVARES KM 23.5 - LAGEADINHO,Cotia,,SP,BR,,-23.5917792,-46.8327765,,,,bigquery,
CINEMA MULTIPEX CINE ARAÚJO,Cinema Multipex Cine Araújo,HYPRBX998330Q,RUA HENRIQUE SAVI 55 - VILA NOVA CIDADE UNIVERSITÁRIA,Bauru,,SP,BR,,-22.333694,-49.056318,,,,bigquery,
CINEMARK,Cinemark,HYPRC3C64963,AV. GRÉCIA 2611 - PASSO D'AREIA,Porto Alegre,,RS,BR,,-30.0130858,-51.1596598,,,,bigquery,
CINEMA STADIUM,Cinema Stadium,HYPRCA162440R,AV. GOVERNADOR MARIO COVAS JUNIOR 1,Mauá,,SP,BR,,-23.6653794,-46.4603927,,,,bigquery,
CINEMA,Cinema,HYPRCCBCB42D,AV ALEXANDRE FERRONATO 800 - SETOR INDUSTRIAL,Sinop,,MT,BR,,-11.8618467,-55.4881708,,,,bigquery,
CINEMARK,Cinemark,HYPRCDF7CCC2,AV. DEPUTADO BENEDITO MATARAZZO 9403 - JARDIM OSWALDO CRUZ,São José dos Campos,,SP,BR,,-23.2001033,-45.8813902,,,,bigquery,
KINOPLEX CINEMA,Kinoplex Cinema,HYPRCF46E071,AV ALMIRANTE SILVIO DE NORONHA 365 - CENTRO,,,,BR,,-22.9149716,-43.1664268,,,,bigquery,
CINEMARK,Cinemark,HYPRCO850827L,AV. AFONSO PENA 4909 - BAIRRO SANTA FÉ,Campo Grande,,MS,BR,,-20.4576625,-54.5879072,,,,bigquery,
CINEMARK,Cinemark,HYPRD0D63285,AV. JOÃO ALENCAR 2181 - CAUAMÉ,Boa Vista,,RR,BR,,2.8458987,-60.7069815,,,,bigquery,
CINEMA,Cinema,HYPRD2E392A8,AV. PRESIDENTE VARGAS 1610 - SÃO CRISTÓVÃO,Passo Fundo,,RS,BR,,-28.2710284,-52.3854589,,,,bigquery,
CINEMARK,Cinemark,HYPRD3BF7BB4,AV. BRASIL 22155 - GUADALUPE,Rio de Janeiro,,RJ,BR,,-22.8376493,-43.3647858,,,,bigquery,
CINEMARK,Cinemark,HYPRD5504501,AV. DAS AMÉRICAS 4666 - BARRA DA TIJUCA,Rio de Janeiro,,RJ,BR,,-22.9981429,-43.3577971,,,,bigquery,
CINEMARK DIAMONDMALL,Cinemark Diamondmall,HYPRD8D2CBDE,ROD BR 101 KM 211 S/N - DISTRITO INDUSTRIAL,São José,,SC,BR,,-27.6141079,-48.6444095,,,,bigquery,
CINEMARK,Cinemark,HYPRD983D058,RODOVIA JOSÉ CARLOS DAUX (SC 401) 3116 - SACO GRANDE,Florianópolis,,SC,BR,,-27.5539395,-48.4985287,,,,bigquery,
CINEMARK,Cinemark,HYPRDBF11E31,AVENIDA DAS AMÉRICAS 15500 - RECREIO DOS BANDEIRANTES,Rio de Janeiro,,RJ,BR,,-23.0113271,-43.5321064,,,,bigquery,
CINEMARK,Cinemark,HYPRDE1BBF7D,AV. DO BATEL 1868 - BATEL,Curitiba,,PR,BR,,-25.4430439,-49.2908478,,,,bigquery,
CINEMARK BRASIL,Cinemark Brasil,HYPRDF5E1B17,AVENIDA OLEGÁRIO MACIEL 1600 - LOURDES,Belo Horizonte,,MG,BR,,-19.9279851,-43.9474041,,,,bigquery,
CINEMARK,Cinemark,HYPRDS657197M,AV. KENNEDY 700 - JARDIM DO MAR,São Bernardo do Campo,,SP,BR,,-23.6835214,-46.5573444,,,,bigquery,
MOVIEMAX CINEMA,Moviemax Cinema,HYPRDY393857J,RUA MANOEL HONORATO DA COSTA 555 - VILA DA FÁBRICA,Camaragibe,,PE,BR,,-8.0150538,-34.977946,,,,bigquery,
CINEMA CINEX,Cinema Cinex,HYPRE3361BDD,AV. REGENTE FEIJÓ 1739 - REGENTE FEIJÓ,Regente Feijó,,SP,BR,,-22.2188934,-51.3064462,,,,bigquery,
CINEMAIS,Cinemais,HYPREB14BF16,RUA PROFESSOR ALFREDO GONÇALVES FILGUEIRAS 100 - CENTRO,Rio de Janeiro,,RJ,BR,,-22.8491206,-43.4771852,,,,bigquery,
CINEMARK,Cinemark,HYPRED2B5800,AV. RIO NEGRO 1100 - JD. ROSELÂNDIA,Franca,,SP,BR,,-20.5477896,-47.4167225,,,,bigquery,
CINEMARK,Cinemark,HYPREE993159R,RUA DOMINGOS AGOSTIN 91 - TATUAPÉ,São Paulo,,SP,BR,,-23.5421365,-46.5765874,,,,bigquery,
CINEMARK ARICANDUVA,Cinemark Aricanduva,HYPREK116584S,AV. ARICANDUVA 5555 - JD. ARICANDUVA,São Paulo,,SP,BR,,-23.5595991,-46.5124837,,,,bigquery,
CINEMARK PRIME,Cinemark Prime,HYPRF1A9152C,ROD PE 60 3200 - CIDADE GARAPU,Cabo de Santo Agostinho,,PE,BR,,-8.3057744,-35.0221654,,,,bigquery,
CINEMAIS,Cinemais,HYPRF7282B7E,RUA JUNQUEIRA AYRES 8 - BARRIS,Salvador,,BA,BR,,-12.9834275,-38.5142638,,,,bigquery,
CINEMARK,Cinemark,HYPRF768ADCF,RUA TULIO DE ROSE 100 - PASSO D'AREIA,Porto Alegre,,RS,BR,,-30.022008,-51.1622204,,,,bigquery,
CINEMARK,Cinemark,HYPRF9D2435D,RUA JACY TEIXEIRA DE CAMARGO 940 - JARDIM DO LAGO,Campinas,,SP,BR,,-22.9328685,-47.0769293,,,,bigquery,
CINEMARK,Cinemark,HYPRFA21F4A4,RODOVIA BR 356 3049 - BELVEDERE,Belo Horizonte,,MG,BR,,-19.9891697,-43.9556316,,,,bigquery,
CINEMA KINOPLEX,Cinema Kinoplex,HYPRFB1A33D0,RODOVIA DOS TRABALHADORES S/N - PARQUE VERDE,Belém,,PA,BR,,-1.3690683,-48.43882,,,,bigquery,
CINEMARK,Cinemark,HYPRFM468918K,AVENIDA DOS AUTONOMISTAS 1400 - VILA YARA,Osasco,,SP,BR,,-23.5414394,-46.7660126,,,,bigquery,
CINEMAIS,Cinemais,HYPRGI933106N,AV. BRASIL 505 - CENTRO,Anápolis,,GO,BR,,-16.3286545,-48.9534253,,,,bigquery,
CINEMARK,Cinemark,HYPRHA622020Y,SCES TRECHO 2 CJ 32 32 - ASA SUL,Brasília,,DF,BR,,-15.8166178,-47.8453539,,,,bigquery,
CINEMARK,Cinemark,HYPRHB224812T,RUA DOMINGOS DE MORAIS 2564 - VILA MARIANA,São Paulo,,SP,BR,,-23.5995524,-46.6368048,,,,bigquery,
CINEMA PLAYARTE,Cinema Playarte,HYPRHD618261F,AV. IBIRAPUERA 3103 - MOEMA,São Paulo,,SP,BR,,-23.6101775,-46.6673909,,,,bigquery,
CINEMARK,Cinemark,HYPRHH737890G,AVENIDA PRESIDENTE KENNEDY 1500 - RIBERANIA,Ribeirão Preto,,SP,BR,,-21.20916,-47.7697679,,,,bigquery,
CINEMA PREMIUM,Cinema Premium,HYPRIG424832F,ESTRADA DO CAMPO LIMPO 459 - VILA PREL,São Paulo,,SP,BR,,-23.6495485,-46.7573709,,,,bigquery,
CINEMAS UNIPLEX,Cinemas Uniplex,HYPRIN199012T,AV. GABRIEL ZANETTE 1455 - PRÓSPERA,Criciúma,,SC,BR,,-28.6819983,-49.3492934,,,,bigquery,
CINEMAIS,Cinemais,HYPRIS928086U,R. JOCELIM GOMES PÍRES 2300 - NOSSA SENHORA DE FÁTIMA,Catalão,,GO,BR,,-18.17299,-47.92784,,,,bigquery,
CINEMA VIP,Cinema Vip,HYPRJK578105G,AV. GOVERNADOR MARIO COVAS JUNIOR 1,Mauá,,SP,BR,,-23.6653794,-46.4603927,,,,bigquery,
CINEMARK INTERLAR ARICANDUVA,Cinemark Interlar Aricanduva,HYPRJL315747B,AV. ARICANDUVA 5555 - JD. ARICANDUVA,São Paulo,,SP,BR,,-23.5595991,-46.5124837,,,,bigquery,
CINEMARK,Cinemark,HYPRJY436001P,AV. PIRACEMA 669 - TAMBORÉ,Barueri,,SP,BR,,-23.5046601,-46.832717,,,,bigquery,
CINEMAIS,Cinemais,HYPRKI718703Q,AV. ANHANGUERA 14404 - CAPUAVA,Goiânia,,GO,BR,,-16.6560417,-49.3295004,,,,bigquery,
CINEMARK,Cinemark,HYPRKI989731V,AV. VICENTE DE CARVALHO 909 - VILA DA PENHA,Rio de Janeiro,,RJ,BR,,-22.8504383,-43.3099638,,,,bigquery,
